country,year,population,life_expectancy_tidy,gni_per_capita_tidy
Luxembourg,2085,920k,91.0,
Latvia,2085,1.19M,84.6,
Morocco,2085,46.8M,83.0,
Monaco,2085,57.9k,83.0,
Moldova,2085,2.3M,83.4,
Madagascar,2085,88.1M,78.0,
Maldives,2085,531k,89.6,
Mexico,2085,151M,85.6,
Marshall Islands,2085,73k,85.6,
North Macedonia,2085,1.4M,82.9,
Mali,2085,72.3M,73.7,
Malta,2085,374k,90.5,
Myanmar,2085,58.5M,79.4,
Montenegro,2085,496k,84.3,
Mongolia,2085,5.22M,78.9,
Mozambique,2085,109M,72.8,
Mauritania,2085,14.8M,80.1,
Mauritius,2085,931k,85.0,
Malawi,2085,60.2M,79.7,
Malaysia,2085,41.3M,83.9,
Namibia,2085,5.16M,77.8,
Niger,2085,136M,74.8,
Nigeria,2085,652M,80.6,
Nicaragua,2085,8.63M,86.4,
Netherlands,2085,16.1M,89.4,
Norway,2085,7.58M,90.7,
Nepal,2085,28.8M,82.4,
Nauru,2085,7860,82.4,
New Zealand,2085,5.95M,89.6,
Oman,2085,7.44M,83.4,
Pakistan,2085,403M,74.1,
Panama,2085,6.47M,89.3,
Peru,2085,40.7M,91.2,
Philippines,2085,152M,80.9,
Palau,2085,15.3k,80.9,
Papua New Guinea,2085,18.8M,73.5,
Poland,2085,25.4M,86.7,
North Korea,2085,24.1M,84.0,
Portugal,2085,7.39M,89.8,
Paraguay,2085,9.23M,84.9,
Palestine,2085,11.8M,84.3,
Qatar,2085,4.14M,84.1,
Romania,2085,12.9M,84.4,
Russia,2085,127M,82.4,
Rwanda,2085,31.8M,81.0,
Saudi Arabia,2085,43.8M,83.7,
Sudan,2085,127M,81.9,
Senegal,2085,55.4M,79.8,
Singapore,2085,5.84M,92.7,
Solomon Islands,2085,2.11M,66.1,
Sierra Leone,2085,16.4M,78.4,
El Salvador,2085,5.72M,87.1,
San Marino,2085,30.1k,87.1,
Somalia,2085,64.4M,71.2,
Serbia,2085,4.98M,84.5,
South Sudan,2085,29.4M,76.4,
Sao Tome and Principe,2085,628k,81.4,
Suriname,2085,654k,81.7,
Slovak Republic,2085,4.06M,86.1,
Slovenia,2085,1.7M,89.5,
Sweden,2085,12.5M,90.5,
Eswatini,2085,2.1M,70.0,
Seychelles,2085,94.4k,83.0,
Syria,2085,36.5M,86.3,
Chad,2085,55.4M,75.5,
Togo,2085,24.1M,77.1,
Thailand,2085,51.3M,88.2,
Tajikistan,2085,23.3M,79.3,
Turkmenistan,2085,8.56M,79.2,
Timor-Leste,2085,2.41M,80.3,
Tonga,2085,145k,80.7,
Trinidad and Tobago,2085,1.07M,83.7,
Tunisia,2085,13.5M,87.4,
Turkey,2085,92.2M,88.9,
Tuvalu,2085,19.5k,88.9,
Taiwan,2085,17.5M,88.8,
Tanzania,2085,239M,79.8,
Uganda,2085,129M,79.5,
Ukraine,2085,26.6M,83.2,
Uruguay,2085,3.38M,86.2,
United States,2085,420M,87.4,
Uzbekistan,2085,43.7M,75.6,
St. Vincent and the Grenadines,2085,86.3k,81.5,
Venezuela,2085,36.2M,85.3,
Vietnam,2085,102M,83.4,
Vanuatu,2085,862k,73.2,
Samoa,2085,314k,79.0,
Yemen,2085,55M,76.2,
South Africa,2085,80M,75.6,
Zambia,2085,69.3M,75.0,
Zimbabwe,2085,30.5M,72.5,
Afghanistan,2086,77M,74.9,
Angola,2086,156M,78.2,
Albania,2086,1.48M,86.9,
Andorra,2086,63.3k,86.9,
United Arab Emirates,2086,12M,81.9,
Argentina,2086,57.8M,85.7,
Armenia,2086,2.25M,84.6,
Antigua and Barbuda,2086,106k,84.5,
Australia,2086,40.1M,90.7,
Austria,2086,8.67M,90.5,
Azerbaijan,2086,9.76M,78.9,
Burundi,2086,44.5M,78.0,
Belgium,2086,12.4M,89.5,
Benin,2086,41.4M,76.1,
Burkina Faso,2086,73.9M,75.5,
Bangladesh,2086,169M,87.1,
Bulgaria,2086,3.95M,81.8,
Bahrain,2086,2.37M,85.0,
Bahamas,2086,466k,81.4,
Bosnia and Herzegovina,2086,1.88M,85.9,
Belarus,2086,7.62M,82.8,
Belize,2086,631k,83.9,
Bolivia,2086,17.7M,83.4,
Brazil,2086,197M,86.4,
Barbados,2086,232k,84.0,
Brunei,2086,423k,82.9,
Bhutan,2086,778k,84.6,
Botswana,2086,4.13M,69.8,
Central African Republic,2086,11.3M,65.9,
Canada,2086,53.7M,90.1,
Switzerland,2086,10.6M,91.7,
Chile,2086,18.4M,89.2,
China,2086,1.15B,87.2,
Cote d'Ivoire,2086,85.4M,76.4,
Cameroon,2086,81M,77.0,
"Congo, Dem. Rep.",2086,327M,77.4,
"Congo, Rep.",2086,18.3M,74.8,
Colombia,2086,49.6M,90.1,
Comoros,2086,2.06M,78.5,
Cape Verde,2086,642k,84.3,
Costa Rica,2086,5.17M,89.0,
Cuba,2086,7.53M,87.3,
Cyprus,2086,1.33M,89.0,
Czech Republic,2086,10.1M,87.8,
Germany,2086,74.9M,89.4,
Djibouti,2086,1.36M,78.1,
Dominica,2086,57.3k,78.1,
Denmark,2086,6.7M,89.3,
Dominican Republic,2086,12M,83.2,
Algeria,2086,69.9M,85.6,
Ecuador,2086,25.1M,86.5,
Egypt,2086,213M,80.5,
Eritrea,2086,8.56M,76.1,
Spain,2086,34.9M,90.8,
Estonia,2086,909k,86.3,
Ethiopia,2086,283M,82.6,
Finland,2086,5.31M,89.9,
Fiji,2086,1.1M,77.2,
France,2086,66.1M,90.8,
"Micronesia, Fed. Sts.",2086,128k,70.7,
Gabon,2086,5.44M,77.0,
United Kingdom,2086,76.9M,89.1,
Georgia,2086,2.8M,82.8,
Ghana,2086,73.8M,77.3,
Guinea,2086,41.2M,72.7,
Gambia,2086,7.56M,79.1,
Guinea-Bissau,2086,5.29M,74.2,
Equatorial Guinea,2086,4.19M,79.7,
Greece,2086,7.03M,88.9,
Grenada,2086,96.1k,82.1,
Guatemala,2086,31.6M,83.5,
Guyana,2086,645k,74.9,
"Hong Kong, China",2086,7.56M,92.4,
Honduras,2086,14.9M,81.6,
Holy See,2086,791,,
Croatia,2086,2.45M,87.6,
Haiti,2086,15.4M,75.2,
Hungary,2086,7.15M,85.4,
Indonesia,2086,332M,81.7,
India,2086,1.54B,81.3,
Ireland,2086,5.71M,90.0,
Iran,2086,101M,87.6,
Iraq,2086,101M,82.0,
Iceland,2086,364k,91.9,
Israel,2086,17M,90.8,
Italy,2086,42.8M,90.9,
Jamaica,2086,2.18M,84.7,
Jordan,2086,14.1M,87.6,
Japan,2086,80.9M,92.4,
Kazakhstan,2086,27.4M,80.9,
Kenya,2086,121M,77.8,
Kyrgyz Republic,2086,10.8M,83.2,
Cambodia,2086,22.4M,80.1,
Kiribati,2086,229k,70.9,
St. Kitts and Nevis,2086,47.1k,70.9,
South Korea,2086,33.1M,91.1,
Kuwait,2086,5.99M,90.1,
Lao,2086,9.14M,80.5,
Lebanon,2086,6.09M,85.3,
Liberia,2086,14.3M,76.9,
Libya,2086,8.34M,86.0,
St. Lucia,2086,139k,83.5,
Liechtenstein,2086,43.5k,,
Sri Lanka,2086,17.6M,86.9,
Lesotho,2086,2.81M,67.4,
Lithuania,2086,1.65M,85.2,
Luxembourg,2086,924k,91.1,
Latvia,2086,1.18M,84.7,
Morocco,2086,46.7M,83.1,
Monaco,2086,58.3k,83.1,
Moldova,2086,2.28M,83.5,
Madagascar,2086,89M,78.1,
Maldives,2086,527k,89.7,
Mexico,2086,150M,85.7,
Marshall Islands,2086,72.5k,85.7,
North Macedonia,2086,1.39M,83.0,
Mali,2086,73M,73.8,
Malta,2086,372k,90.6,
Myanmar,2086,58.3M,79.5,
Montenegro,2086,493k,84.4,
Mongolia,2086,5.24M,79.0,
Mozambique,2086,110M,73.0,
Mauritania,2086,15M,80.2,
Mauritius,2086,924k,85.2,
Malawi,2086,60.7M,79.9,
Malaysia,2086,41.2M,84.0,
Namibia,2086,5.18M,77.9,
Niger,2086,138M,74.9,
Nigeria,2086,659M,80.7,
Nicaragua,2086,8.6M,86.5,
Netherlands,2086,16.1M,89.5,
Norway,2086,7.6M,90.8,
Nepal,2086,28.4M,82.5,
Nauru,2086,7740,82.5,
New Zealand,2086,5.96M,89.7,
Oman,2086,7.43M,83.5,
Pakistan,2086,403M,74.2,
Panama,2086,6.47M,89.4,
Peru,2086,40.6M,91.3,
Philippines,2086,152M,81.0,
Palau,2086,15.2k,81.0,
Papua New Guinea,2086,18.9M,73.6,
Poland,2086,25.2M,86.8,
North Korea,2086,24M,84.1,
Portugal,2086,7.37M,89.9,
Paraguay,2086,9.2M,85.1,
Palestine,2086,11.8M,84.4,
Qatar,2086,4.14M,84.3,
Romania,2086,12.8M,84.5,
Russia,2086,127M,82.6,
Rwanda,2086,32M,81.2,
Saudi Arabia,2086,43.7M,83.8,
Sudan,2086,128M,82.0,
Senegal,2086,55.9M,80.0,
Singapore,2086,5.83M,92.8,
Solomon Islands,2086,2.13M,66.2,
Sierra Leone,2086,16.5M,78.5,
El Salvador,2086,5.66M,87.2,
San Marino,2086,30.1k,87.2,
Somalia,2086,65.2M,71.3,
Serbia,2086,4.92M,84.6,
South Sudan,2086,29.6M,76.5,
Sao Tome and Principe,2086,634k,81.5,
Suriname,2086,651k,81.8,
Slovak Republic,2086,4.04M,86.2,
Slovenia,2086,1.7M,89.6,
Sweden,2086,12.6M,90.7,
Eswatini,2086,2.11M,70.2,
Seychelles,2086,94.1k,83.1,
Syria,2086,36.5M,86.4,
Chad,2086,55.9M,75.7,
Togo,2086,24.3M,77.3,
Thailand,2086,50.9M,88.3,
Tajikistan,2086,23.5M,79.5,
Turkmenistan,2086,8.56M,79.3,
Timor-Leste,2086,2.41M,80.5,
Tonga,2086,145k,80.8,
Trinidad and Tobago,2086,1.06M,83.8,
Tunisia,2086,13.5M,87.5,
Turkey,2086,91.8M,89.0,
Tuvalu,2086,19.6k,89.0,
Taiwan,2086,17.4M,88.9,
Tanzania,2086,242M,79.9,
Uganda,2086,130M,79.7,
Ukraine,2086,26.5M,83.3,
Uruguay,2086,3.37M,86.3,
United States,2086,421M,87.5,
Uzbekistan,2086,43.6M,75.7,
St. Vincent and the Grenadines,2086,85.5k,81.7,
Venezuela,2086,36.1M,85.5,
Vietnam,2086,102M,83.5,
Vanuatu,2086,870k,73.3,
Samoa,2086,315k,79.1,
Yemen,2086,54.9M,76.3,
South Africa,2086,80M,75.7,
Zambia,2086,70.2M,75.1,
Zimbabwe,2086,30.6M,72.6,
Afghanistan,2087,76.9M,75.0,
Angola,2087,158M,78.3,
Albania,2087,1.45M,87.0,
Andorra,2087,63.3k,87.0,
United Arab Emirates,2087,12.1M,82.0,
Argentina,2087,57.7M,85.8,
Armenia,2087,2.24M,84.7,
Antigua and Barbuda,2087,106k,84.6,
Australia,2087,40.3M,90.8,
Austria,2087,8.67M,90.6,
Azerbaijan,2087,9.72M,79.1,
Burundi,2087,45M,78.2,
Belgium,2087,12.4M,89.7,
Benin,2087,41.9M,76.2,
Burkina Faso,2087,74.6M,75.6,
Bangladesh,2087,168M,87.2,
Bulgaria,2087,3.92M,81.9,
Bahrain,2087,2.36M,85.1,
Bahamas,2087,466k,81.5,
Bosnia and Herzegovina,2087,1.86M,86.0,
Belarus,2087,7.61M,82.9,
Belize,2087,631k,84.0,
Bolivia,2087,17.7M,83.5,
Brazil,2087,196M,86.5,
Barbados,2087,231k,84.1,
Brunei,2087,420k,83.0,
Bhutan,2087,772k,84.7,
Botswana,2087,4.13M,69.9,
Central African Republic,2087,11.4M,66.0,
Canada,2087,53.9M,90.2,
Switzerland,2087,10.6M,91.8,
Chile,2087,18.3M,89.3,
China,2087,1.14B,87.3,
Cote d'Ivoire,2087,86.3M,76.5,
Cameroon,2087,81.7M,77.2,
"Congo, Dem. Rep.",2087,330M,77.5,
"Congo, Rep.",2087,18.5M,74.9,
Colombia,2087,49.3M,90.2,
Comoros,2087,2.07M,78.6,
Cape Verde,2087,640k,84.4,
Costa Rica,2087,5.15M,89.1,
Cuba,2087,7.46M,87.4,
Cyprus,2087,1.32M,89.1,
Czech Republic,2087,10.1M,87.9,
Germany,2087,74.9M,89.5,
Djibouti,2087,1.36M,78.3,
Dominica,2087,56.8k,78.3,
Denmark,2087,6.71M,89.4,
Dominican Republic,2087,11.9M,83.3,
Algeria,2087,70M,85.7,
Ecuador,2087,25.1M,86.6,
Egypt,2087,214M,80.6,
Eritrea,2087,8.6M,76.2,
Spain,2087,34.7M,90.9,
Estonia,2087,903k,86.4,
Ethiopia,2087,284M,82.7,
Finland,2087,5.31M,90.0,
Fiji,2087,1.1M,77.3,
France,2087,66.1M,90.9,
"Micronesia, Fed. Sts.",2087,127k,70.8,
Gabon,2087,5.47M,77.2,
United Kingdom,2087,77M,89.2,
Georgia,2087,2.78M,82.9,
Ghana,2087,74.2M,77.5,
Guinea,2087,41.5M,72.8,
Gambia,2087,7.62M,79.3,
Guinea-Bissau,2087,5.33M,74.3,
Equatorial Guinea,2087,4.22M,79.8,
Greece,2087,6.99M,89.0,
Grenada,2087,95.4k,82.2,
Guatemala,2087,31.6M,83.6,
Guyana,2087,637k,75.0,
"Hong Kong, China",2087,7.55M,92.5,
Honduras,2087,14.9M,81.7,
Holy See,2087,789,,
Croatia,2087,2.43M,87.7,
Haiti,2087,15.4M,75.4,
Hungary,2087,7.12M,85.5,
Indonesia,2087,331M,81.9,
India,2087,1.54B,81.5,
Ireland,2087,5.71M,90.1,
Iran,2087,101M,87.7,
Iraq,2087,102M,82.1,
Iceland,2087,363k,92.0,
Israel,2087,17.1M,91.0,
Italy,2087,42.6M,91.0,
Jamaica,2087,2.15M,84.8,
Jordan,2087,14.1M,87.7,
Japan,2087,80.4M,92.5,
Kazakhstan,2087,27.5M,81.1,
Kenya,2087,122M,77.9,
Kyrgyz Republic,2087,10.8M,83.3,
Cambodia,2087,22.3M,80.2,
Kiribati,2087,230k,71.0,
St. Kitts and Nevis,2087,46.8k,71.0,
South Korea,2087,32.8M,91.2,
Kuwait,2087,6.01M,90.2,
Lao,2087,9.1M,80.6,
Lebanon,2087,6.06M,85.4,
Liberia,2087,14.4M,77.0,
Libya,2087,8.32M,86.1,
St. Lucia,2087,137k,83.6,
Liechtenstein,2087,43.6k,,
Sri Lanka,2087,17.5M,87.0,
Lesotho,2087,2.8M,67.5,
Lithuania,2087,1.64M,85.3,
Luxembourg,2087,928k,91.3,
Latvia,2087,1.18M,84.8,
Morocco,2087,46.6M,83.2,
Monaco,2087,58.8k,83.2,
Moldova,2087,2.26M,83.7,
Madagascar,2087,89.8M,78.3,
Maldives,2087,524k,89.9,
Mexico,2087,150M,85.8,
Marshall Islands,2087,72k,85.8,
North Macedonia,2087,1.38M,83.1,
Mali,2087,73.6M,73.9,
Malta,2087,371k,90.7,
Myanmar,2087,58.1M,79.7,
Montenegro,2087,490k,84.5,
Mongolia,2087,5.25M,79.2,
Mozambique,2087,111M,73.1,
Mauritania,2087,15.1M,80.3,
Mauritius,2087,916k,85.3,
Malawi,2087,61.2M,80.0,
Malaysia,2087,41.1M,84.1,
Namibia,2087,5.2M,78.1,
Niger,2087,140M,75.0,
Nigeria,2087,665M,80.9,
Nicaragua,2087,8.58M,86.7,
Netherlands,2087,16.1M,89.6,
Norway,2087,7.63M,90.9,
Nepal,2087,28.1M,82.7,
Nauru,2087,7610,82.7,
New Zealand,2087,5.96M,89.8,
Oman,2087,7.42M,83.6,
Pakistan,2087,404M,74.4,
Panama,2087,6.47M,89.5,
Peru,2087,40.5M,91.5,
Philippines,2087,151M,81.2,
Palau,2087,15.1k,81.2,
Papua New Guinea,2087,19M,73.7,
Poland,2087,25M,86.9,
North Korea,2087,23.9M,84.2,
Portugal,2087,7.34M,90.0,
Paraguay,2087,9.17M,85.2,
Palestine,2087,11.9M,84.5,
Qatar,2087,4.14M,84.3,
Romania,2087,12.7M,84.6,
Russia,2087,127M,82.7,
Rwanda,2087,32.1M,81.3,
Saudi Arabia,2087,43.6M,83.9,
Sudan,2087,129M,82.2,
Senegal,2087,56.5M,80.1,
Singapore,2087,5.82M,92.9,
Solomon Islands,2087,2.15M,66.3,
Sierra Leone,2087,16.5M,78.7,
El Salvador,2087,5.6M,87.4,
San Marino,2087,30k,87.4,
Somalia,2087,66M,71.5,
Serbia,2087,4.87M,84.7,
South Sudan,2087,29.7M,76.6,
Sao Tome and Principe,2087,640k,81.7,
Suriname,2087,649k,82.0,
Slovak Republic,2087,4.02M,86.3,
Slovenia,2087,1.7M,89.7,
Sweden,2087,12.6M,90.8,
Eswatini,2087,2.11M,70.3,
Seychelles,2087,93.7k,83.2,
Syria,2087,36.5M,86.5,
Chad,2087,56.4M,75.8,
Togo,2087,24.5M,77.4,
Thailand,2087,50.6M,88.4,
Tajikistan,2087,23.7M,79.6,
Turkmenistan,2087,8.56M,79.5,
Timor-Leste,2087,2.41M,80.6,
Tonga,2087,145k,81.0,
Trinidad and Tobago,2087,1.06M,84.0,
Tunisia,2087,13.4M,87.6,
Turkey,2087,91.5M,89.1,
Tuvalu,2087,19.6k,89.1,
Taiwan,2087,17.3M,89.0,
Tanzania,2087,245M,80.0,
Uganda,2087,131M,79.8,
Ukraine,2087,26.3M,83.5,
Uruguay,2087,3.36M,86.4,
United States,2087,422M,87.6,
Uzbekistan,2087,43.6M,75.8,
St. Vincent and the Grenadines,2087,84.7k,81.8,
Venezuela,2087,36M,85.6,
Vietnam,2087,102M,83.6,
Vanuatu,2087,878k,73.5,
Samoa,2087,315k,79.2,
Yemen,2087,54.9M,76.4,
South Africa,2087,80M,75.9,
Zambia,2087,71M,75.2,
Zimbabwe,2087,30.6M,72.8,
Afghanistan,2088,76.9M,75.2,
Angola,2088,161M,78.4,
Albania,2088,1.42M,87.1,
Andorra,2088,63.2k,87.1,
United Arab Emirates,2088,12.1M,82.1,
Argentina,2088,57.7M,85.9,
Armenia,2088,2.22M,84.8,
Antigua and Barbuda,2088,105k,84.7,
Australia,2088,40.5M,90.9,
Austria,2088,8.66M,90.7,
Azerbaijan,2088,9.68M,79.2,
Burundi,2088,45.5M,78.3,
Belgium,2088,12.4M,89.8,
Benin,2088,42.3M,76.3,
Burkina Faso,2088,75.4M,75.8,
Bangladesh,2088,167M,87.3,
Bulgaria,2088,3.9M,82.0,
Bahrain,2088,2.35M,85.2,
Bahamas,2088,465k,81.7,
Bosnia and Herzegovina,2088,1.85M,86.1,
Belarus,2088,7.59M,83.0,
Belize,2088,630k,84.1,
Bolivia,2088,17.7M,83.7,
Brazil,2088,195M,86.6,
Barbados,2088,229k,84.2,
Brunei,2088,418k,83.1,
Bhutan,2088,765k,84.9,
Botswana,2088,4.14M,70.1,
Central African Republic,2088,11.4M,66.1,
Canada,2088,54.1M,90.3,
Switzerland,2088,10.6M,91.9,
Chile,2088,18.2M,89.4,
China,2088,1.13B,87.4,
Cote d'Ivoire,2088,87.2M,76.7,
Cameroon,2088,82.4M,77.3,
"Congo, Dem. Rep.",2088,333M,77.6,
"Congo, Rep.",2088,18.7M,75.0,
Colombia,2088,48.9M,90.3,
Comoros,2088,2.09M,78.8,
Cape Verde,2088,637k,84.5,
Costa Rica,2088,5.12M,89.2,
Cuba,2088,7.39M,87.5,
Cyprus,2088,1.32M,89.2,
Czech Republic,2088,10.1M,88.0,
Germany,2088,74.8M,89.6,
Djibouti,2088,1.36M,78.4,
Dominica,2088,56.3k,78.4,
Denmark,2088,6.72M,89.5,
Dominican Republic,2088,11.9M,83.5,
Algeria,2088,70.1M,85.8,
Ecuador,2088,25.1M,86.7,
Egypt,2088,215M,80.8,
Eritrea,2088,8.65M,76.4,
Spain,2088,34.6M,91.0,
Estonia,2088,897k,86.5,
Ethiopia,2088,285M,82.9,
Finland,2088,5.3M,90.1,
Fiji,2088,1.1M,77.5,
France,2088,66M,91.0,
"Micronesia, Fed. Sts.",2088,126k,70.9,
Gabon,2088,5.51M,77.3,
United Kingdom,2088,77.1M,89.3,
Georgia,2088,2.76M,83.0,
Ghana,2088,74.6M,77.6,
Guinea,2088,41.9M,72.9,
Gambia,2088,7.67M,79.4,
Guinea-Bissau,2088,5.36M,74.4,
Equatorial Guinea,2088,4.25M,79.9,
Greece,2088,6.96M,89.1,
Grenada,2088,94.7k,82.3,
Guatemala,2088,31.6M,83.7,
Guyana,2088,629k,75.1,
"Hong Kong, China",2088,7.55M,92.6,
Honduras,2088,14.8M,81.8,
Holy See,2088,789,,
Croatia,2088,2.41M,87.8,
Haiti,2088,15.4M,75.5,
Hungary,2088,7.1M,85.6,
Indonesia,2088,331M,82.0,
India,2088,1.53B,81.6,
Ireland,2088,5.72M,90.3,
Iran,2088,101M,87.8,
Iraq,2088,102M,82.3,
Iceland,2088,363k,92.1,
Israel,2088,17.1M,91.1,
Italy,2088,42.4M,91.1,
Jamaica,2088,2.12M,85.0,
Jordan,2088,14M,87.8,
Japan,2088,79.9M,92.6,
Kazakhstan,2088,27.5M,81.2,
Kenya,2088,122M,78.1,
Kyrgyz Republic,2088,10.9M,83.5,
Cambodia,2088,22.2M,80.4,
Kiribati,2088,231k,71.2,
St. Kitts and Nevis,2088,46.6k,71.2,
South Korea,2088,32.5M,91.3,
Kuwait,2088,6.02M,90.3,
Lao,2088,9.05M,80.7,
Lebanon,2088,6.03M,85.5,
Liberia,2088,14.5M,77.2,
Libya,2088,8.3M,86.3,
St. Lucia,2088,136k,83.7,
Liechtenstein,2088,43.7k,,
Sri Lanka,2088,17.3M,87.1,
Lesotho,2088,2.8M,67.7,
Lithuania,2088,1.63M,85.4,
Luxembourg,2088,932k,91.4,
Latvia,2088,1.17M,84.9,
Morocco,2088,46.4M,83.3,
Monaco,2088,59.2k,83.3,
Moldova,2088,2.24M,83.8,
Madagascar,2088,90.7M,78.4,
Maldives,2088,521k,90.0,
Mexico,2088,149M,85.9,
Marshall Islands,2088,71.4k,85.9,
North Macedonia,2088,1.37M,83.3,
Mali,2088,74.2M,74.0,
Malta,2088,369k,90.8,
Myanmar,2088,57.9M,79.8,
Montenegro,2088,487k,84.6,
Mongolia,2088,5.27M,79.3,
Mozambique,2088,112M,73.2,
Mauritania,2088,15.3M,80.4,
Mauritius,2088,909k,85.4,
Malawi,2088,61.7M,80.2,
Malaysia,2088,41M,84.2,
Namibia,2088,5.22M,78.2,
Niger,2088,142M,75.1,
Nigeria,2088,670M,81.0,
Nicaragua,2088,8.55M,86.8,
Netherlands,2088,16.1M,89.7,
Norway,2088,7.65M,91.0,
Nepal,2088,27.8M,82.8,
Nauru,2088,7480,82.8,
New Zealand,2088,5.96M,90.0,
Oman,2088,7.41M,83.7,
Pakistan,2088,404M,74.5,
Panama,2088,6.47M,89.6,
Peru,2088,40.4M,91.6,
Philippines,2088,151M,81.3,
Palau,2088,15.1k,81.3,
Papua New Guinea,2088,19M,73.8,
Poland,2088,24.8M,87.0,
North Korea,2088,23.9M,84.4,
Portugal,2088,7.31M,90.1,
Paraguay,2088,9.14M,85.3,
Palestine,2088,11.9M,84.7,
Qatar,2088,4.14M,84.5,
Romania,2088,12.7M,84.7,
Russia,2088,127M,82.8,
Rwanda,2088,32.2M,81.5,
Saudi Arabia,2088,43.5M,84.0,
Sudan,2088,130M,82.3,
Senegal,2088,57.1M,80.3,
Singapore,2088,5.81M,93.0,
Solomon Islands,2088,2.17M,66.4,
Sierra Leone,2088,16.5M,78.8,
El Salvador,2088,5.54M,87.5,
San Marino,2088,30k,87.5,
Somalia,2088,66.8M,71.6,
Serbia,2088,4.82M,84.8,
South Sudan,2088,29.9M,76.7,
Sao Tome and Principe,2088,646k,81.8,
Suriname,2088,646k,82.1,
Slovak Republic,2088,4.01M,86.4,
Slovenia,2088,1.7M,89.8,
Sweden,2088,12.6M,90.9,
Eswatini,2088,2.12M,70.4,
Seychelles,2088,93.4k,83.3,
Syria,2088,36.5M,86.6,
Chad,2088,56.9M,76.0,
Togo,2088,24.8M,77.5,
Thailand,2088,50.2M,88.5,
Tajikistan,2088,23.8M,79.7,
Turkmenistan,2088,8.55M,79.6,
Timor-Leste,2088,2.41M,80.8,
Tonga,2088,144k,81.1,
Trinidad and Tobago,2088,1.05M,84.1,
Tunisia,2088,13.4M,87.7,
Turkey,2088,91.1M,89.2,
Tuvalu,2088,19.7k,89.2,
Taiwan,2088,17.2M,89.2,
Tanzania,2088,249M,80.2,
Uganda,2088,131M,80.0,
Ukraine,2088,26.2M,83.6,
Uruguay,2088,3.34M,86.5,
United States,2088,423M,87.7,
Uzbekistan,2088,43.5M,76.0,
St. Vincent and the Grenadines,2088,83.9k,81.9,
Venezuela,2088,35.9M,85.8,
Vietnam,2088,101M,83.7,
Vanuatu,2088,885k,73.6,
Samoa,2088,315k,79.4,
Yemen,2088,54.8M,76.5,
South Africa,2088,80M,76.0,
Zambia,2088,71.9M,75.4,
Zimbabwe,2088,30.7M,72.9,
Afghanistan,2089,76.8M,75.3,
Angola,2089,163M,78.6,
Albania,2089,1.39M,87.2,
Andorra,2089,63.1k,87.2,
United Arab Emirates,2089,12.2M,82.2,
Argentina,2089,57.7M,86.0,
Armenia,2089,2.21M,85.0,
Antigua and Barbuda,2089,105k,84.8,
Australia,2089,40.7M,91.0,
Austria,2089,8.66M,90.8,
Azerbaijan,2089,9.64M,79.3,
Burundi,2089,46M,78.5,
Belgium,2089,12.4M,89.9,
Benin,2089,42.8M,76.5,
Burkina Faso,2089,76.1M,75.9,
Bangladesh,2089,166M,87.5,
Bulgaria,2089,3.87M,82.2,
Bahrain,2089,2.34M,85.3,
Bahamas,2089,465k,81.8,
Bosnia and Herzegovina,2089,1.83M,86.2,
Belarus,2089,7.58M,83.2,
Belize,2089,630k,84.2,
Bolivia,2089,17.6M,83.8,
Brazil,2089,194M,86.7,
Barbados,2089,228k,84.3,
Brunei,2089,416k,83.2,
Bhutan,2089,759k,85.0,
Botswana,2089,4.14M,70.2,
Central African Republic,2089,11.4M,66.2,
Canada,2089,54.3M,90.4,
Switzerland,2089,10.7M,92.0,
Chile,2089,18.2M,89.5,
China,2089,1.13B,87.5,
Cote d'Ivoire,2089,88M,76.8,
Cameroon,2089,83.1M,77.4,
"Congo, Dem. Rep.",2089,336M,77.8,
"Congo, Rep.",2089,18.9M,75.1,
Colombia,2089,48.6M,90.4,
Comoros,2089,2.1M,78.9,
Cape Verde,2089,635k,84.7,
Costa Rica,2089,5.09M,89.3,
Cuba,2089,7.33M,87.6,
Cyprus,2089,1.32M,89.3,
Czech Republic,2089,10.2M,88.2,
Germany,2089,74.8M,89.7,
Djibouti,2089,1.35M,78.6,
Dominica,2089,55.9k,78.6,
Denmark,2089,6.74M,89.6,
Dominican Republic,2089,11.8M,83.6,
Algeria,2089,70.2M,85.9,
Ecuador,2089,25M,86.8,
Egypt,2089,216M,80.9,
Eritrea,2089,8.69M,76.5,
Spain,2089,34.5M,91.1,
Estonia,2089,892k,86.6,
Ethiopia,2089,286M,83.0,
Finland,2089,5.3M,90.2,
Fiji,2089,1.1M,77.6,
France,2089,66M,91.1,
"Micronesia, Fed. Sts.",2089,125k,71.0,
Gabon,2089,5.54M,77.4,
United Kingdom,2089,77.1M,89.4,
Georgia,2089,2.74M,83.1,
Ghana,2089,75.1M,77.7,
Guinea,2089,42.2M,73.0,
Gambia,2089,7.72M,79.5,
Guinea-Bissau,2089,5.4M,74.5,
Equatorial Guinea,2089,4.27M,80.0,
Greece,2089,6.93M,89.2,
Grenada,2089,94k,82.5,
Guatemala,2089,31.6M,83.8,
Guyana,2089,621k,75.3,
"Hong Kong, China",2089,7.55M,92.7,
Honduras,2089,14.8M,81.9,
Holy See,2089,791,,
Croatia,2089,2.39M,87.9,
Haiti,2089,15.3M,75.6,
Hungary,2089,7.07M,85.7,
Indonesia,2089,330M,82.2,
India,2089,1.52B,81.8,
